Country,EdLevel,Age,YearsCodePro,Salary
Germany,Bachelor degree,18-24 years old,7.0,63808.0
Australia,Master degree,35-44 years old,15.0,84512.0
Australia,Less than a Bachelors,55-64 years old,32.0,234034.0
United States of America,Less than a Bachelors,45-54 years old,32.0,225000.0
India,Master degree,45-54 years old,20.0,62769.0
United States of America,Bachelor degree,35-44 years old,19.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,81685.0
Brazil,Less than a Bachelors,25-34 years old,8.0,13107.0
United States of America,Less than a Bachelors,18-24 years old,5.0,15000.0
India,Post grad,25-34 years old,6.0,10462.0
Spain,Less than a Bachelors,45-54 years old,20.0,116015.0
United States of America,Bachelor degree,45-54 years old,21.0,100000.0
United States of America,Bachelor degree,55-64 years old,25.0,136000.0
United States of America,Bachelor degree,35-44 years old,18.0,150000.0
India,Bachelor degree,25-34 years old,11.0,116240.0
Australia,Master degree,35-44 years old,16.0,58508.0
Canada,Less than a Bachelors,35-44 years old,4.0,69310.0
United States of America,Bachelor degree,35-44 years old,8.0,160000.0
United States of America,Less than a Bachelors,18-24 years old,3.0,180000.0
Australia,Bachelor degree,45-54 years old,24.0,102715.0
Germany,Bachelor degree,35-44 years old,15.0,107894.0
Germany,Master degree,25-34 years old,9.0,75410.0
Italy,Master degree,35-44 years old,20.0,40605.0
Canada,Bachelor degree,35-44 years old,14.0,111626.0
Italy,Less than a Bachelors,55-64 years old,35.0,58007.0
United States of America,Less than a Bachelors,18-24 years old,3.0,36000.0
United States of America,Post grad,25-34 years old,8.0,95000.0
India,Master degree,25-34 years old,7.0,33710.0
United States of America,Master degree,25-34 years old,7.0,185000.0
India,Master degree,35-44 years old,21.0,16274.0
United States of America,Master degree,25-34 years old,4.0,160000.0
Australia,Master degree,35-44 years old,5.0,84512.0
India,Master degree,35-44 years old,13.0,81368.0
India,Bachelor degree,25-34 years old,7.0,39521.0
Australia,Bachelor degree,35-44 years old,15.0,123518.0
Germany,Less than a Bachelors,45-54 years old,5.0,58007.0
Canada,Bachelor degree,65 years or older,42.0,69310.0
Canada,Less than a Bachelors,45-54 years old,29.0,80254.0
United States of America,Less than a Bachelors,25-34 years old,4.0,135000.0
Canada,Less than a Bachelors,35-44 years old,15.0,40127.0
Australia,Master degree,55-64 years old,16.0,58508.0
India,Bachelor degree,25-34 years old,4.0,15344.0
India,Bachelor degree,35-44 years old,18.0,127864.0
Italy,Bachelor degree,35-44 years old,17.0,27844.0
India,Master degree,35-44 years old,13.0,49983.0
France,Post grad,55-64 years old,29.0,118335.0
India,Bachelor degree,35-44 years old,15.0,37197.0
India,Master degree,25-34 years old,10.0,34872.0
United States of America,Post grad,35-44 years old,13.0,200000.0
Australia,Bachelor degree,35-44 years old,16.0,94264.0
Canada,Master degree,35-44 years old,17.0,127677.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,18.0,136141.0
Australia,Bachelor degree,25-34 years old,15.0,100765.0
Netherlands,Master degree,35-44 years old,25.0,104413.0
Australia,Bachelor degree,35-44 years old,8.0,162523.0
United States of America,Less than a Bachelors,45-54 years old,25.0,225000.0
Italy,Post grad,45-54 years old,23.0,34804.0
United States of America,Post grad,25-34 years old,2.0,180000.0
Spain,Master degree,35-44 years old,14.0,81210.0
Germany,Less than a Bachelors,25-34 years old,6.0,60328.0
United States of America,Bachelor degree,35-44 years old,12.0,135000.0
United States of America,Master degree,45-54 years old,25.0,150000.0
Germany,Less than a Bachelors,35-44 years old,15.0,35965.0
Germany,Master degree,35-44 years old,11.0,58007.0
Ukraine,Bachelor degree,25-34 years old,12.0,85851.0
Australia,Bachelor degree,35-44 years old,16.0,123518.0
Spain,Bachelor degree,35-44 years old,20.0,58007.0
Australia,Bachelor degree,35-44 years old,20.0,117017.0
Germany,Master degree,35-44 years old,10.0,47566.0
India,Bachelor degree,25-34 years old,10.0,24410.0
United States of America,Bachelor degree,25-34 years old,10.0,190000.0
Spain,Master degree,35-44 years old,20.0,58007.0
Germany,Bachelor degree,25-34 years old,7.0,96292.0
Germany,Bachelor degree,25-34 years old,4.0,66128.0
Germany,Less than a Bachelors,45-54 years old,25.0,68449.0
India,Bachelor degree,25-34 years old,10.0,75556.0
France,Post grad,45-54 years old,25.0,92812.0
Germany,Master degree,35-44 years old,15.0,104413.0
United States of America,Master degree,25-34 years old,4.0,34000.0
India,Master degree,18-24 years old,3.0,11624.0
India,Master degree,25-34 years old,9.0,26735.0
India,Bachelor degree,18-24 years old,3.0,26735.0
United States of America,Bachelor degree,45-54 years old,29.0,225000.0
India,Bachelor degree,25-34 years old,5.0,13949.0
Germany,Bachelor degree,25-34 years old,4.0,81210.0
Australia,Less than a Bachelors,18-24 years old,4.0,61109.0
Spain,Less than a Bachelors,25-34 years old,3.0,30164.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,25.0,47650.0
Italy,Less than a Bachelors,35-44 years old,17.0,54527.0
Germany,Post grad,35-44 years old,15.0,92812.0
Italy,Less than a Bachelors,35-44 years old,20.0,67289.0
India,Bachelor degree,25-34 years old,8.0,58120.0
Germany,Bachelor degree,35-44 years old,8.0,82370.0
Germany,Post grad,25-34 years old,7.0,150819.0
Spain,Post grad,35-44 years old,14.0,52207.0
Germany,Master degree,25-34 years old,8.0,99773.0
Italy,Bachelor degree,25-34 years old,12.0,46406.0
Spain,Post grad,35-44 years old,13.0,63808.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,8.0,70794.0
India,Bachelor degree,25-34 years old,12.0,19761.0
United States of America,Master degree,25-34 years old,5.0,96750.0
Germany,Less than a Bachelors,25-34 years old,3.0,46406.0
United States of America,Bachelor degree,25-34 years old,10.0,160000.0
India,Bachelor degree,25-34 years old,10.0,10462.0
Germany,Master degree,55-64 years old,32.0,127616.0
Spain,Bachelor degree,25-34 years old,10.0,203026.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,25.0,68071.0
Spain,Less than a Bachelors,45-54 years old,20.0,81210.0
United States of America,Bachelor degree,35-44 years old,5.0,200000.0
France,Master degree,25-34 years old,7.0,105573.0
Australia,Bachelor degree,25-34 years old,8.0,123518.0
India,Bachelor degree,25-34 years old,9.0,43009.0
Spain,Bachelor degree,18-24 years old,1.0,29004.0
Netherlands,Master degree,25-34 years old,15.0,120655.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,77601.0
Canada,Bachelor degree,25-34 years old,4.0,102142.0
Canada,Bachelor degree,18-24 years old,1.0,91198.0
Spain,Master degree,45-54 years old,21.0,75410.0
France,Less than a Bachelors,35-44 years old,20.0,63808.0
Australia,Bachelor degree,35-44 years old,15.0,169024.0
Italy,Master degree,35-44 years old,10.0,52207.0
France,Master degree,35-44 years old,17.0,81210.0
Italy,Master degree,25-34 years old,6.0,55687.0
India,Bachelor degree,25-34 years old,8.0,30687.0
Italy,Less than a Bachelors,25-34 years old,5.0,58007.0
Spain,Less than a Bachelors,35-44 years old,22.0,58007.0
United States of America,Bachelor degree,25-34 years old,12.0,135000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,10.0,190598.0
Italy,Master degree,25-34 years old,6.0,30164.0
Netherlands,Less than a Bachelors,18-24 years old,4.0,47334.0
France,Master degree,35-44 years old,5.0,116015.0
Netherlands,Bachelor degree,25-34 years old,13.0,75410.0
Germany,Bachelor degree,25-34 years old,2.0,49306.0
Germany,Master degree,35-44 years old,15.0,71929.0
Germany,Master degree,25-34 years old,8.0,84691.0
Germany,Less than a Bachelors,18-24 years old,2.0,19722.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,78962.0
France,Post grad,45-54 years old,25.0,139218.0
Australia,Master degree,35-44 years old,17.0,147571.0
Canada,Bachelor degree,25-34 years old,8.0,153213.0
United States of America,Bachelor degree,35-44 years old,23.0,250000.0
Netherlands,Master degree,35-44 years old,14.0,60328.0
Germany,Master degree,25-34 years old,4.0,69609.0
Germany,Master degree,25-34 years old,13.0,104413.0
Italy,Less than a Bachelors,45-54 years old,30.0,63808.0
Germany,Post grad,25-34 years old,10.0,232029.0
Germany,Bachelor degree,25-34 years old,7.0,83531.0
Germany,Master degree,35-44 years old,15.0,81210.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,20.0,74878.0
United States of America,Less than a Bachelors,35-44 years old,20.0,75000.0
Italy,Less than a Bachelors,35-44 years old,15.0,46406.0
Australia,Bachelor degree,45-54 years old,32.0,156022.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,18-24 years old,3.0,108913.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,21.0,54457.0
Germany,Less than a Bachelors,18-24 years old,3.0,44086.0
Italy,Bachelor degree,35-44 years old,16.0,63808.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,70794.0
Germany,Master degree,25-34 years old,7.0,127616.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,15.0,55818.0
Netherlands,Post grad,55-64 years old,35.0,127616.0
Australia,Bachelor degree,18-24 years old,2.0,50382.0
Italy,Bachelor degree,25-34 years old,7.0,98612.0
United States of America,Less than a Bachelors,25-34 years old,9.0,167000.0
Italy,Master degree,25-34 years old,10.0,110214.0
India,Bachelor degree,35-44 years old,18.0,46496.0
United States of America,Master degree,35-44 years old,18.0,140000.0
Germany,Master degree,25-34 years old,6.0,87011.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,28.0,66709.0
Netherlands,Bachelor degree,35-44 years old,12.0,98612.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,3.0,142949.0
Italy,Bachelor degree,35-44 years old,13.0,32484.0
Netherlands,Bachelor degree,25-34 years old,11.0,89129.0
Germany,Less than a Bachelors,45-54 years old,25.0,60328.0
Germany,Master degree,35-44 years old,15.0,81210.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25-34 years old,5.0,68071.0
Germany,Less than a Bachelors,18-24 years old,4.0,53367.0
Netherlands,Master degree,35-44 years old,10.0,46406.0
Spain,Less than a Bachelors,35-44 years old,18.0,52207.0
Netherlands,Bachelor degree,45-54 years old,20.0,81210.0
Germany,Less than a Bachelors,55-64 years old,43.0,75410.0
Germany,Master degree,25-34 years old,6.0,66128.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,17.0,125250.0
Germany,Less than a Bachelors,35-44 years old,20.0,59167.0
Italy,Less than a Bachelors,25-34 years old,4.0,37125.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,18.0,61264.0
United States of America,Less than a Bachelors,25-34 years old,6.0,156000.0
France,Master degree,35-44 years old,10.0,52207.0
Germany,Master degree,25-34 years old,2.0,63808.0
Germany,Master degree,35-44 years old,20.0,179823.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,18.0,106190.0
Spain,Master degree,35-44 years old,25.0,46406.0
Ukraine,Bachelor degree,18-24 years old,2.0,19413.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,31.0,149756.0
India,Bachelor degree,18-24 years old,8.0,13949.0
Germany,Master degree,35-44 years old,12.0,69609.0
Australia,Less than a Bachelors,35-44 years old,16.0,130019.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,18-24 years old,1.0,16337.0
Germany,Less than a Bachelors,18-24 years old,4.0,20883.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,5.0,95299.0
Netherlands,Master degree,35-44 years old,12.0,69609.0
France,Bachelor degree,25-34 years old,11.0,78310.0
Germany,Bachelor degree,25-34 years old,10.0,88171.0
France,Less than a Bachelors,35-44 years old,25.0,75410.0
Netherlands,Bachelor degree,35-44 years old,16.0,105573.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,15.0,102106.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,42.0,117082.0
Australia,Less than a Bachelors,35-44 years old,27.0,78011.0
Spain,Post grad,55-64 years old,30.0,73089.0
France,Bachelor degree,35-44 years old,16.0,220428.0
India,Master degree,35-44 years old,11.0,31385.0
France,Master degree,25-34 years old,5.0,92812.0
Germany,Master degree,45-54 years old,28.0,92812.0
Germany,Less than a Bachelors,35-44 years old,21.0,97452.0
India,Bachelor degree,18-24 years old,3.0,24410.0
Ukraine,Master degree,35-44 years old,22.0,180000.0
France,Less than a Bachelors,35-44 years old,14.0,69609.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,9.0,183791.0
Spain,Master degree,45-54 years old,22.0,68449.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,31.0,95299.0
India,Bachelor degree,35-44 years old,15.0,102291.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,7.0,61264.0
