Country,YearsCodePro,Employment,EdLevel,ConvertedCompYearly,OrgSize,Age
Guatemala,24.0,"Employed, full-time",Some college/university study without earning a degree,75800.0,Other,35-44 years old
Sri Lanka,3.0,"Employed, full-time;Employed, part-time",Some college/university study without earning a degree,3951.0,Other,25-34 years old
India,22.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29909.0,500 to 999 employees,45-54 years old
United Kingdom of Great Britain and Northern Ireland,7.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",109554.0,100 to 499 employees,35-44 years old
United States of America,27.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",162000.0,100 to 499 employees,45-54 years old
United Arab Emirates,13.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16336.0,Other,25-34 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,100 to 499 employees,25-34 years old
India,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15553.0,"10,000 or more employees",25-34 years old
Colombia,0.5,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6561.0,20 to 99 employees,18-24 years old
Slovakia,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38666.0,"1,000 to 4,999 employees",25-34 years old
United States of America,8.0,"Employed, full-time",Some college/university study without earning a degree,210000.0,20 to 99 employees,35-44 years old
Uruguay,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0,20 to 99 employees,25-34 years old
United States of America,18.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,20 to 99 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,29.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",129936.0,20 to 99 employees,45-54 years old
United States of America,13.0,"Employed, full-time",Some college/university study without earning a degree,180000.0,100 to 499 employees,25-34 years old
Canada,23.0,"Employed, full-time",Some college/university study without earning a degree,72693.0,Other,45-54 years old
Guatemala,8.0,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,18000.0,500 to 999 employees,25-34 years old
Guatemala,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19795.0,20 to 99 employees,25-34 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0,Other,35-44 years old
Guatemala,1.0,"Student, full-time;Employed, part-time",Some college/university study without earning a degree,8021.0,20 to 99 employees,18-24 years old
United States of America,6.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",124800.0,"10,000 or more employees",25-34 years old
United States of America,34.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,100 to 499 employees,55-64 years old
United Kingdom of Great Britain and Northern Ireland,24.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",78980.0,100 to 499 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",114649.0,20 to 99 employees,45-54 years old
Germany,0.5,"Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12889.0,100 to 499 employees,18-24 years old
Guatemala,18.0,"Employed, full-time",Some college/university study without earning a degree,38561.0,500 to 999 employees,45-54 years old
United States of America,25.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"1,000 to 4,999 employees",45-54 years old
South Korea,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31189.0,20 to 99 employees,25-34 years old
United States of America,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",122500.0,20 to 99 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",133757.0,20 to 99 employees,35-44 years old
Turkey,22.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,40000.0,Other,35-44 years old
United States of America,14.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",154640.0,"10,000 or more employees",35-44 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",96000.0,"5,000 to 9,999 employees",25-34 years old
Ukraine,14.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",54000.0,"10,000 or more employees",35-44 years old
Canada,14.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,43616.0,Other,35-44 years old
United States of America,7.0,"Employed, full-time;Student, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0,20 to 99 employees,25-34 years old
United States of America,23.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0,100 to 499 employees,45-54 years old
United States of America,20.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,100 to 499 employees,35-44 years old
Poland,17.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0,Other,35-44 years old
United States of America,4.0,"Employed, full-time",Some college/university study without earning a degree,120000.0,20 to 99 employees,35-44 years old
Denmark,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",87841.0,Other,25-34 years old
Poland,2.0,"Student, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24746.0,100 to 499 employees,18-24 years old
United States of America,7.0,"Employed, full-time",Some college/university study without earning a degree,165000.0,100 to 499 employees,25-34 years old
United States of America,35.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"5,000 to 9,999 employees",55-64 years old
Ukraine,4.0,"Student, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6369.0,Other,18-24 years old
United States of America,15.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,100 to 499 employees,35-44 years old
Poland,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",118147.0,100 to 499 employees,25-34 years old
Denmark,24.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",86401.0,Other,45-54 years old
Poland,7.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",103935.0,20 to 99 employees,25-34 years old
Canada,3.0,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,36346.0,"1,000 to 4,999 employees",25-34 years old
Germany,2.0,"Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51555.0,100 to 499 employees,25-34 years old
Serbia,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6881.0,Other,45-54 years old
United Kingdom of Great Britain and Northern Ireland,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",89172.0,500 to 999 employees,25-34 years old
Russian Federation,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65000.0,100 to 499 employees,35-44 years old
Guyana,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,500 to 999 employees,18-24 years old
India,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5430.0,20 to 99 employees,25-34 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",170000.0,20 to 99 employees,35-44 years old
United States of America,19.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"1,000 to 4,999 employees",35-44 years old
Slovenia,10.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",88073.0,100 to 499 employees,35-44 years old
Germany,14.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",70888.0,"10,000 or more employees",35-44 years old
United States of America,20.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,Other,55-64 years old
United States of America,17.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0,Other,35-44 years old
Canada,19.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",109039.0,100 to 499 employees,35-44 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",206000.0,"1,000 to 4,999 employees",25-34 years old
France,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",96666.0,"10,000 or more employees",35-44 years old
South Korea,9.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",72532.0,100 to 499 employees,25-34 years old
Colombia,2.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17663.0,20 to 99 employees,25-34 years old
Uzbekistan,13.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,100 to 499 employees,25-34 years old
Portugal,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33833.0,100 to 499 employees,25-34 years old
United States of America,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",115000.0,20 to 99 employees,25-34 years old
Netherlands,6.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0,Other,25-34 years old
Croatia,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",59073.0,"1,000 to 4,999 employees",25-34 years old
United States of America,11.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",85000.0,100 to 499 employees,35-44 years old
Canada,30.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",126486.0,"1,000 to 4,999 employees",45-54 years old
Spain,8.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,128887.0,20 to 99 employees,25-34 years old
Germany,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",102036.0,"10,000 or more employees",35-44 years old
United States of America,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",167890.0,500 to 999 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",87898.0,"10,000 or more employees",25-34 years old
Ukraine,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12342.0,20 to 99 employees,35-44 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,100 to 499 employees,35-44 years old
Denmark,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",102645.0,"1,000 to 4,999 employees",25-34 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0,"10,000 or more employees",25-34 years old
Belgium,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",107406.0,20 to 99 employees,35-44 years old
India,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19142.0,500 to 999 employees,18-24 years old
United States of America,16.0,"Employed, full-time",Some college/university study without earning a degree,125000.0,"10,000 or more employees",35-44 years old
United Kingdom of Great Britain and Northern Ireland,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",101910.0,20 to 99 employees,25-34 years old
Netherlands,20.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75184.0,"1,000 to 4,999 employees",35-44 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",125000.0,100 to 499 employees,25-34 years old
United States of America,19.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",145600.0,"10,000 or more employees",35-44 years old
Germany,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",96666.0,"1,000 to 4,999 employees",25-34 years old
Germany,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",99888.0,20 to 99 employees,35-44 years old
Canada,20.0,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",90866.0,Other,35-44 years old
Nigeria,2.0,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000.0,Other,25-34 years old
United States of America,41.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0,100 to 499 employees,55-64 years old
United States of America,5.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,11000.0,Other,25-34 years old
Switzerland,13.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90248.0,"1,000 to 4,999 employees",25-34 years old
Poland,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10888.0,20 to 99 employees,18-24 years old
United States of America,5.0,"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20000.0,"10,000 or more employees",25-34 years old
United States of America,2.0,"Employed, full-time;Student, part-time","Associate degree (A.A., A.S., etc.)",52000.0,100 to 499 employees,25-34 years old
